dialog_key,context,response
MOVDIC-018775,I'm glad...,"I'm sorry if I put you on the spot, you know, just showing up like that..."
CMUDOG-003424,"Macaulay Culkin
ohh that kid...
You should watch it its good for all ages
Did You enjoyed it ?
Yes, it was full of a lot of adventures like for example he fought off robbers. He set up traps for the robbers and all of them worked
...it's one of those ""Christmas movies"" right ?
Yeah its a feel good Christmas movie
What was the thing You liked the best about this movie ?
I liked the fact that its based in the 90's. I'm a 90's kid so I love that
I'm from early 80s, but yeah, I like 90s movies. Maybe I'll watch it. Any more celebrities
 in that movie ?","Jo
e Pesci is in it"
CORMOV-029515,"You're a teacher, eh?  Maybe you're afraid to be a doctor, Toddy.",Afraid of what?
CORMOV-068185,Thank-you.  The real world.,Look at those eyes.
MOVDIC-025418,"Well, we could have expected it after the embargo.
Hey! Expect it or not, those Japs don't have a right to drop bombs in our backyard. Whose side you on?
Please, do we have to talk about the war at the table? On Christmas, much less.
He has been listening to this discussion.
Pop, I've decided I'm going to enlist.
Kid, stay in college. The girls are cuter, if you know what I mean.
Pop had to pull a lot of strings to get you your deferment.
I never asked for it; I don't want it.
Disturbed; but wise and prudent.
My son wants to talk about this, and so we'll talk, but not at the dinner table.",Michael.
METALW-019942,"Hello, how may I help you? The movie is playing at 7PM this Friday
What time is Avengers showing this Friday night?
It's playing 12 PM 2 PM 4PM 6PM 8PM 9PM 10 PM
How about Transformers 2?",It's 1 PM 4PM 8PM 10 PM
DECODE-030082,"I do not have much energy
Are you having trouble carrying out normal daily routines?  Could be chronic fatigue syndrome.
I am thinking so, maybe i need to see a doctor on this
It isn't something that can be cured, but chronic fatigue syndrome can be managed.",How can i manage it
MPATHY-020478,"I had my eye on a pretty new shirt that I wanted to get. My sister got it and it looked great on her. I was so envious.
oh wow i am glad she was happy, why were you nervous?",I wasn't nervous I was envious. I had really wanted it.
HOLLED-007802,"I tend to agree with NYT's review which says:
This movie is it's all par-for-the-course cinematic demolition and destruction, staged efficiently and with a hint of enthusiasm,","For those that know only of the original comic book Hulk, the TV series Hulk, or the regrettable Ang Lee Hulk, you should know that this new version is a mixture of origins."
CORMOV-033580,"I've got a lot of thinking to do.  'Sides, the room was getting too crowded for me.","Not too much of the socializing type, then?"
MOVDIC-020472,"Twelve, maybe thirteen.
When Donna told us about you, and what you told her about the chromium, we figured that might have something to do with this, too.
It sure could, yeah. Thanks a lot.
There's something else, too.
What?
Well. Mandy here's had nine miscarriages.
Are you kidding? My God --
I know. It's an awful lot.
I'm surprised Donna didn't say anything.
She doesn't know. No one does. It's not something you want to talk about, you know?","I figured it musta been something I did, like when I smoked marijuana, maybe. Or took birth control pills. But then Donna told me you thought this chromium might be to blame for her problems, so I figured ..."
DECODE-014376,"hmm , well i just might be going for some botox soon .
not too bad , do you have any hobbies ?","I like to keep up with fashion, you know, keep up with the latest style. Sometimes it feels like a full time job but it's worth it! You?"
PERCHT-006679,"hey how is it going ?
hi ! i am fine thanks , just got to la from tokyo , how are you ?
i am great , wow that is a long flight
it was worth it though , i try to become an actor and la is a great place
yeah i have been l . a quite a few times
do you live in california ?","no i live in philadelphia , but i travel a lot"
WOWIKI-009603,"Have you ever seen a White Siberian Tiger?  I know it sounds funny, but I would love to be a tiger...they are so amazing.
I have not don't they live in Korea and parts of China?
They are gorgeous creatures! Some of them exist in both of those places you mentioned, but actually the most live in Russia amidst birch forests.  I am sad that they are endangered
I am surprised they don't live in China, it has such an abundant and diverse landscape.
A few do live there but not many.  A lot of tiger species have gone extinct from poachers as well as land being modernized and deforestation.  I really appreciate they're uniqueness.  I love how they camouflage with their stripes.","I am glad poaching tigers is illegal, they should be left alone I agree they are unique."
DECODE-025391,"__SILENCE__
hello , how are you this morning ?",i am great ! i just started my new job at the golden arches last week !
DECODE-026525,"__SILENCE__
hey how are you today ?",i'm great . how are you doing ?
MOVDIC-037587,"How did you get here?
I took a bus in; went right to your apartment.
How did you get out of your room?
Oh, I just went right through the door.
It was unlocked!?
No, it was locked. I just went through it. It's something I've learned to do, Nicky. I can walk through just about anything; like air.","Mom, you've got to stop doing this. I'm serious. I'm a little upset with you. You could have gotten lost, or hurt."
TPCCHT-002001,"i guess for lgbtqia it is representation that matter . the lessons taught to children about tolerance and awareness are important . i think it might be better to create a new character for that .
very true . they created an autistic character to teach about those differences . sometimes adults need to learn those lessons too .
yes adults are always worried that something is going to screw up the kids . if the character is not just right , then the kids will go ape . i think that the kids will do just fine . i grew up with comic books and sesame street and i have never broken parole . lol
that is the truth . plus with the internet these days everything is accessible .
i figure that the internet and rule 34 are a bigger threat than some character in s s . the universe is vast . the internet is even bigger .
we dont even know how expansive either is . kind of scary at some point that all that is out there and people chose to worry about what made up characters do .
people have too much time to worry . if we kept them busy , they would not have time to worry . what do you think of this universe of ours ? it is huge .
it is . i was listening to a podcast about it on the way to work this morning . about the fermi complex .
the fermi complex ? isnt fermi some sort of science guy ? probably knew the secrets of the universe .
yeah . it has to do with the fact we might be alone in the universe , and what those ramifications are if that is true .",i think that we are not alone but the aliens really dont need to contact us . they have their own problems . plus the whole ernie and bert controversy bothers the aliens .
MOVDIC-020325,"What is this business with you and explosives? Do you think you're immune?
I promise you that was the right thing to do. He's my good luck.  Now cut. This one.  I hope we don't die.
Okay. Get away from here. Quick.
I'm not scared. So many people have died around me. But I would be a shame for us.  I don't feel like being shy.",You must get away. Before I cut. I'm not cutting if you're here.
WOWIKI-009001,"Hi! How are you? where do you live?
I live in a rural area, out if the field practically. You?
I live near the city. Have you been to New York?
No, I haven't. Tell me about New York.
It has all the fancy things. You can find art, entertainment and food from all around the world
I hear there are many theaters. Do you go there?
Yes but we did not go there. We went to Liberty and Time Square",Is Time Square where the big New Year celebration usually takes place?
WOWIKI-000622,"I like to ride my skateboard but I'm not that good at tricks.
Yeah skateboarding is an action packed sport that does involve performing lots of tricks using the skateboard. I am sure if you practice you will get better.
You're right I do need to practice.  I use my skateboard mostly to commute to class right now.
That is one of the uses for a skateboard. A lot of people use it for commuting but also people use it as an art form or even use it in their jobs. But mostly people use a skateboard recreationally.
Yeah.  I see a lot of people riding skateboards around my campus.  I see a lot of falling.
That is definitely a down fall. Pun intended, lol. They say that there are 11.08 million active skateboarders in the world. That is incredible!
Haha. That's a ton of skateboarders.  I had no idea there were that many.
Yeah and the skateboarding market is worth around 4.8 billion dollars in annual sales.
Wow that's a lot of skateboard money.  I'm not familiar with a lot of brands.  Only Tony Hawk.",The most incredible thing is that skateboarding will be represented in Olympic Games in 2020 for the very first time ever.
HOLLED-007026,"Which was the best scene in the movie according to you?
I like the one in which the crocodile bites off Zolo's hand
Scary scene. But this movie is in my top 10 of American action-adventure romantic comedy film.
""Romancing the Stone"" is argubly my favorite adventure movie of all-time. Yep, in my opinion it surpasses all three movies in the ""Indiana Jones"" trilogy (which are right behind in terms of greatness).
Not my favorite but indeed the movie has all it takes to win an Oscar even the supporting characters were great.
Amazing supporting characters in the film. There's Gloria (Holland Taylor from TV's ""The Practice""), Ms. Wilder's publisher; Elaine (Mary Ellen Trainor), Ms. Wilder's sister; and Juan (Alfonso Arau), a Colombian native who actually turns out to be a huge fan of Ms. Wilder.
I so much enjoyed the Juan character, he was full of fun.
That's true, In one very funny scene, Ms. Wilder and Mr. Colton go to the house of this man and ask him if they can borrow his car. The Colombian tells them to get lost, until he finds out that the woman is actually Joan Wilder the novelist, and admits that he's one of her biggest fans who has read every one of her books.
Lol, but i really got entertained by the great adventure story. Awesome.",It is a Superb adventure-comedy.
METALW-003668,"Hello how may I help you?
Can you give me some pet advice?
I can give you pet advice.",How much space does a cat need for an apartment?
PERCHT-009945,"hi , do you have sons ? i have two .
a younger brother and no children is all . besides dad
i will be in a school of hairdresser , i also own a fish aquarium
really . fish raw is my meal . what kind of fish ?
i love exotic fish , you have a nice family .
my family is nice . we spend time at the weight room a lot
i love the 1950 era and the decorations of that era",we work out to hip hop artists and i love the 1990 era
CORMOV-001377,We've stopped dumping... but we've only got about twenty minutes of fuel left.,We're not going to make it.
CORMOV-050640,"They're my team, too. I grew up on Boyleston Street. Right by Fenway Park. I went to fifty or sixty games a year. All by myself. I was one of those kids with scabby elbows. I called out to the players. `Look over here. Hi, I'm Steven. My parents are divorced.'",I went to college in Boston so I could be near the Red Sox. I took summer classes and the cut them to go to the game. My wife is from Boston. Lillian Ziegler?
PERCHT-007538,"hi , how has your day been ?
great ! just got off the bus from my first week of college .",how exciting ! what are you in school for ?
PERCHT-000684,"hi there ! hope you are doing well . what are your favorite hobbies ?
my favorite hobbies are robotics and country living . what do you do for fun ?
love the country ! i love anything with animals ! i volunteer at the shelter often .
i have 2 kids so i do not have time to volunteer often .
my pets are my kids , i have several breeds and love them do you work ?",yes i have a job at amazon . where do you work ?
WOWIKI-019489,"Hi there. I have a lot of different favorite movie genres, but alien invasion is one of my all time favorites.
Oh, I've never seen that. What's it about?","I'm speaking in general terms, I hadn't really named one. The War of the Words is good."
DAILYD-003264,"How can I help you ?
Yes , I would like to look at some of your products .
Did you have anything specific in mind ?
Well , to be honest , I mostly use Sarah Winter products now.But I'm not happy with them . So I would like to change companies .
Well , you made a good choice . Coming to us , I mean.We have a full range of products from cosmetics to skin cleansers and moisturizers .
What do you have in foundation ?
Our foundation is very high quality . Only the finest ingredients.It will moisturize your skin and it has a sun block rating of 8 .
What colors do you have in foundation ?
Let me show you.We have this rose color . We also have different shades of beige .
The color I use now is rose.How much does this rose foundation cost ? The 100ml bottle .","In this size , we sell it for 53.95 ."
WOWIKI-012038,"I absolutely love bacon.  Do you like it?
Oh hell yeah, I love bacon! One of my favorite parts of it is just that it can go good with most anything, it's so versatile.
I've learned that it comes out perfect in our air fryer.  What is your fav way to cook it?
Hmm I'll usually cook it in the oven on a foil covered baking sheet and flip it once or twice while it's cooking.
That's a good way too!  I don't like dealing with it splattering on my stovetop.  We eat keto so we go through a lot of bacon.
Oh yeah bacon is great for a keto diet, because like I said before, bacon can be incorporated into so many dishes as the main dish, side dish, or just used as an ingredient to add flavor.
I use it a lot to wrap chicken breasts in so they are more juicy.  It's probably my 2nd favorite meat after steak.
That sounds delicious! Do you just go with normal bacon? There's so many different types of bacon nowadays, like turkey, beef, and even goat.
I do not like turkey bacon.  It's like rubber.  Give me the good ole pig kind!","Turkey bacon is okay in my opinion, but it's not really a substitute for real bacon in my eyes, since it's so much different."
MOVDIC-010858,"Guys. Guys! Reality pulled out of her five minutes ago.
Oh, thank you very much.
Like you've got a grip.
You're so out of it. You've blown off cheerleading, you've blown off dance committee --
Excuse me for having something important to do.
This isn't important? The earth is our home.
Kimberly, it's a dance. It's a stupid dance with a bunch of stupid kids that I see every stupid day.
So, we're stupid now?
You know, just because you're having full-on wiggans doesn't mean you have to drag us into it. This isn't just any dance. It happens ot be the last dance of our last year.
Except for Prom.",Right.
0DBDC3-000277,"Hello!
Hello
Hello!
How are you?
Do you know what? I can t answer ;( Let s talk about movies.
Ok. What movies do you like?
I love movies.
Have any favorite movies?",All right.
DECODE-014703,"Iced tea is my favorite drink.
Iced tea can refer to tea in a glass with ice or tea that has just been cooled.
Oh really? I prefer it with ice and sugar","Sugar as well as flavored syrups, such as peach and lemon are popular"
MOVDIC-015208,"I would never hurt you or Lauren.
I don't believe you.",Please. Come inside.
CORMOV-063057,"What are these, beauty marks?
Those are ancient history.","Oh yeah?  Well, if you're ever in the mood for a history lesson, I'm your teacher, understand?"
CORMOV-079385,"You were in my dream just now.  Your hair was different, but I'm sure it was you.
We dream about what's important in our lives. And I seem to have become pretty important in yours.  What was the dream about?
About an airport...before everything happened.  It's the same dream I always have -- the only one.  I'm a little kid in it.",And I was in it?  What did I do?
DAILYD-009046,Fancy seeing you here 。 Lily .,Yeah.What a surprise !
METALW-000843,Hello how may I help you?,What does my policy cover
METALW-023001,"Hello how may I help you?
I want to learn something.
what do you want to learn?
How do you design your own website?
Oh, as much as i would like to help you howeve i have no idea on how to design a website much better to search online",Are you sure?
TPCCHT-006661,"yeah , 64 at the beginning . sweet 16 great 8 final four . i know people that love this stuff . it just doesnt interest me .
i do recall i was living in teh dc area when lowly george mason made it to the final four or something , one of the lowest ranked teams to do it . suddenly people who had never expressed an interest in the game were devoted fans .
yeah , the fair weather fans . they get some pride by associating with a winning team . i like sports because it is fun to watch . my identity is not tied up in the team .
do many of the ncaa players make it big in the professional league ? i know many get scholarships so i guess there is some compensation for all that hard work at college .
there is some compensation , but the school makes way more money on the player than vice versa . the coaches get the most amazing salaries .
almost seems like a modern version of slavery , except people willingly sign up for it . i guess they all see that golden egg at the end .
indentured servitude . a guy in 1994 talked about a plantation mentality . students work hard for minimal compensation .
i guess there is little chance it will change , the ones that make the money are happy the way it is , and the indentured know they can ' t upset the powers as they will lose the pathway to the promised land .
yeah , by the time they leave college , they realize they didnt get much out of the deal . anyway , great chat !
my understanding is the promised land isn ' t so great , most nba retirees are bankrupt not long out of the game . have a good day .",true . they need help managing money . have a good day !
DECODE-021239,"No, I never have.  Is it any good?  Is it your favorite Disney movie?
Actually, my favorite is The Lion King :=) It's good, but it doesn't compare lol",I dont like the evil parts of The Lion King.
DECODE-028441,"no it isn't its my life i still hike tho its a like of mine
Oh hiking is so much fun! Where do you like to hike?
I usually go to the woods and there is an archery center near my house .
oh archery is very similar to gun club. you try to shoot at targets
It is so much fun to go target shooting, but I wouldn't want to kill anything!
you really like nature dont you?
I really do. How about you?
yes. do you play any sports?
Just archery, i'm teaching my daughter some
that is so sweet! i bet she loves learning that. i love playing golf.","I've never played golf, one day I would like to."
METALW-029952,"Hello how may I help you?
I
Can you please repeat that?
I'm concerned about some calls I've gotten
I can definitely help you there What is the number
555-7225","Okay, according to our records, this number is associated with a known scammer"
WOWIKI-001939,"Do you like the Boston Celtics?
The Celtics are ok, but I guess you can't be mad at a winning team.
I always cheer for them when they play against the Lakers.
I haven't watched the Lakers play in years. Do you remember Larry Johnson?","He was great. So was Kobe Bryant, he went to the NBA straight from high school"
METALW-005148,"Hello how may I help you?
I want to change a contact
which contact ?
Sister Help",what do you want to change ?
PERCHT-003967,"hello , good morning . how is your day going
its good . although my wife is down with cancer
oh dear , that sure is unfortunate .
yes . furthermore i have many children
? you help i can boasttoo not
that was an incredible sentence",sorry my keyboard has malfunctioned
CORMOV-050194,"...WB2YXB calling unidentified station, Queens.  CQ 15.
Hello?
I been Q-ing you all night.  How the hell did you do it?
Huh?
The World Series.  You called Buford's homer.
Wasn't too tough, buddy.  Game happened almost thirty years ago.
What are you talking about?  I'm talking about this afternoon.",This afternoon?
MOVDIC-063228,"Jesus H. Christ.
What now pork chop?
Look!
Holy shit! Where'd she go?
What the hell is going on?
She's gone! The boat's gone!!
Oh Jesus, oh Jesus. Man I knew we shouldn't have gone. I tried to tell you. I tried to tell you. You guys made me come! You made me come!!
Will you shut up? You sound like my fucking sister.
Alright. Everybody just stay cool.
Who the hell checked the mooring?",I did. Why?
DAILYD-004097,"What can I do for you ?
I am returning these books .
What did you do to this book ?
I accidentally ripped the cover .
You will need to pay for the damage .
How much do I need to pay ?",I ’ m going to need $ 5.00 .
PERCHT-007798,"hey whats up ? how are you ?
i am doing well . hope you are also .
shoot i just cracked open a cold one . about to watch some anime . you ?
i did just get some good news about getting on the baseball team in college .
really ? i like baseball . i used to be a pitcher .
i really enjoy baseball . i will be shortstop .
cool . i watch baseball and like to place bets on the game . have a fam ?
i still live at home . i am nineteen .
i am alot older than you but this nineteen year old kid was pissing me off",what was the kid doing ?
DECODE-005534,"This magazine just charged my credit card when I had cancel my subscription.
Thats horrible,  how could they get it wrong?
I don't now,  but I hate when they do that,  now I have to call or write and lose a ton of time solving it.
They should pay you for the time you spend on sorting it out.
I know right! Time is money and it matters so much.",Time isn't really matter a lot and I always waste time at work.
MPATHY-015964,We are headed for a big vacation in Florida next summer for our daughter's graduation trip.,"Oh awesome, what part of Florida?"
DAILYD-006034,"I haven't seen Bill lately . How is he ?
He's still pretty sick .
That's too bad . What does he have ?
We don't know , but he's going to the doctor tomorrow .",Let me know if there's anything I can do .
MOVDIC-049715,"All right.
Oskar Schindler?
We have a warrant to take your company's business records with us. And another to take you.",Am I permitted to have my secretary cancel my appointments for the day?
METALW-021401,"Hello how may I help you?
I need help with my mobile service please?
what account number is it?
33445
What would you like?
I need to know if I am upgrade my plan to one that has 24/7 free calling thanks
I can do that for you for an extra fee of $50 a month",Ok I would like to that
MELDME-001104,"And, ah, you know, your fooling around with her.
And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....
With the belly-button ring? Oh, muhawa!
I know, And then all of the sudden your Mom pops into your head.
And your like 'Mom, get outta here!'
You know, but of course, like, after that you can't possibly think of anything else, and you can't, you know, stop what your doing.
So it's kinda like, you're, you know.
You know.... You don't know!
Your Mom, your telling me, your telling me, about your Mom, what is the matter with you?
You said...",I said '
TPCCHT-004094,"no , i wasn ' t even aware that they had a king . do you know if the king is a current part of their government ? how does that fit in with the current us systems ?
there is no more king in hawaii . i do not know how the kingdom ended .
i have really found the more i read , the more i find out that i dont know .
i agree with you . i feel the same way .
even if it is just strange facts , like clint eastwood , despite riding horses in so many of his movies , actually had mild allergies to horses . crazy
i did not know that . horses were domesticated a long time ago .
even though i have nothing to do with horses personally , i live in a area where a lot of people work in the industry . i think they are fascinating animals .
i think so . i understand that about 50 million years ago , horses used to be really small .
wow , i guess they have changed a lot . lipizzaner horses which do a lot of dressage are born black and turn white in about 6 years . so i guess some ability to change is in their dna
it ' s really amazing . people did not use to ride horses because they were so small .","at one point two high school students rode their horses to school on a "" no vehicles "" day and got suspended . that would be a sight to see ."
TPCCHT-006821,"well he did not want to be associated with the republicans in any way and given the logo , he just wanted to stay away
makes sense , even though it is a little too sensitive . i have had democrat chat partners who got mad when i told them that the republicans were founded as an anti - slavery party . i don ' t get mad at any accurate history .
well it is a good thing that we can all share our opinions , we all have our own preferences . how about the bible , have you ever read it ? are you religious ?
i have taught the bible to adults for over 30 years . i study it 6 hours per week to prepare my lesson . the name comes from koine greek . it communicates the most important message on the planet to me .
oh cool . did you know thomas jefferson created his own version of the bible ?
yes . i think he will pay price for that . the book of revelation states that all the plagues of the book will be visited on anyone who adds to or takes away from the book .
did not know that . apparently the tower of babel is based on a real building in modern day iraq
yes . i have seen photos of several of those towers . there have been over 7000 languages in our lifetime but some are disappearing now . the mandarin symbol for the word "" ship "" consists of a container , the symbol for "" people "" and their number for "" eight "" so , a ship is a container of eight people . that is how many people noah had on the ark .
wow , never heard of this before . that is so interesting , so much history involved in there . i am assuming you also know that malus means evil and apple .
i do . of course , i think it goes back to the early understanding of the garden of eden . i don ' t know if steve jobs would have picked the name malus for his company .","yeah probably not , but then again there is no way to know for sure now . it was nice chatting with you"
MOVDIC-038810,"Forget the curveball. Go with the heater.
Well, shit, all these pitches to choose from. Maybe we'll try somethin' different this time.
And if I don't see you again, Haywood, have a nice winter. Okay, buddy?
Oh, Lordy, three straight heaters and the Yankees are blown down. No runs, two hits, three left on, and, are you ready, Cleveland? We go to the bottom of the ninth, still tied at two.
Can you believe this, Monty?
Sequence omitted from original script.
grounding out to short.
walking up to the plate.
Two down in the ninth, Hayes steps in hitting .291, trying to get something going for the Tribe.",And Horton is wasting no time. He's goin' to the Duke.
PERCHT-000287,"hi my name is christine
hi my name is marge
i am a mother of two do you have any kids ?
no kids . . . just school
i remember those days . very tiring but keep working towards your goal",thanks i will
TPCCHT-000024,"hello , how are you ? do you like politics ?
im well . i do like politics , i just find our current climate a bit hostile .
lol , i agree with you ! ! i didn ' t know nevada is the only state to have a none of the above voting option ?
i think that is a perfect option . sometimes there just arent good candidates .",i agree ! ! did you know since 1900 the taller candidate has won by 75 % ?
DECODE-002099,"__SILENCE__
hi there , how are you today ?
i am wonderful how are you
good , just looking into a trip to the desert .
desert sounds boring but i would take my cat
oh yea , you must love your cat . what color are your eyes ?
my eyes are blue any my hair is dark brown you ?","i have bright blue eyes , brown hair too ."
METALW-010954,"Hello how may I help you?
I'm looking for some apartments
Okay where are you wanting to rent?
Chicago
Okay and how many bedrooms do you want?
It's for 5 people but I don't care if we even have to share only one bedroom
Okay, I see some studio apartments near downtown that start at $1600 per month.. You can get a much better deal with Briarcliff 2 and 3 bedroom apartments that start at $1700 a month.
I rather just go with a one bedroom thats cheaper","Okay, Those are the Patriarch Apartments on SW 9th Street. I just sent the details to your phone."
CORMOV-064010,"You like bourbon?
Love it.
Well, we got that out of the way.  Tell me, Celeste.  What do you do for a living?
I'm a sales rep.  I came here to call on a customer and they gave me a hard time because I'm a girl.
Is that how you think of yourself?
What, as a sales rep?
A girl.",I don't have a problem with it.
HOLLED-000128,"What do you think about the movie?
I think it was pretty decent overall. I like that they went more emotional scenes rather than more big battles in comparison to the other movies. The flashbacks to the young Voldemort were really good.
Damn I wish I was caught up in the books and movies in time to appreciate this and get excited. That was pretty well done.","This film has possibly the worst ending of any HP film, and wandered the furthest from the books."
HOLLED-008716,"Which is your favourite character in this?
My favorite character was Captain Picard because he is highly intelligent, tactically minded and also calm and reasonable.
I loved his character too but I also liked the Character Tom Hardy played. Do you remember his character name?
Shinzon of Remus (Tom Hardy), the supposed leader of the Remans.
Yes that's right! i thought it was a very clever storyline with him.
Starting in favour of an alliance, he becomes Picard's nemesis later in the story.
Oh the fighting scenes are something else!
There definitely was some exciting conflict between Picard and his nemesis, Shinzon. The face off between the two characters in the final 30 minutes is very exciting.
The acting is amazing in general. Would you agree?",I couldnt agree more. The performances where all brilliant.
METALW-010179,Hello how may I help you?,Comepare LA and NY
CMUDOG-000635,"Hello!. I love Jaws, was a real thriller. Right?
I love Jaws too! The giant man-eating  white shark kept me away from going into the ocean for awhile.
Me too! I haven't been back since. Must have been too gruesome for children.
Yes definitely an action packed movie with lots of scares. I didn't even feel bad for the shark's victims. I mean I didn't want them to get eaten when I was scared, but part of me kind of wanted them to be eaten too!
I thought my man Chie
f Martin Brody was sweet in it. I agree, a shark gots to eat too
I think Robert Shaw was iconic in that movie as  the shark hunter.
Although I wish there was more pie in it, I thought Spielberg did a good job Directing.
He definitely made a great movie, like a Woody Allen movie but with more pizazz!
Exactly! It got pretty good scores on Rotten Tomatoes. I bet it would have got a 99% if it had more pie.
Metacritics socred it with an 87 which isn't bad at all. Maybe pie was the deciding factor. I thought it was totally believable that they would put a bounty on the shark after the second attack.","I agree, after it ate that skinny dipper Chrisse Watkins. I bet to the shark, she tasted like pie."
WOCHAT-000002,"How's it going, eh?
I felt like I was 17 again.
Why's that?
do you want to go to my firends' party tonight
Who is your friend?
my best friend is ABCD
Where are you from?",That's a lot to assume. Any thoughts?
PERCHT-009940,"how are you ? being an old man , i am slowing down these days
hi , my dad is old as well , they live close to me and i see them often
that is a great thing honor your dad with your presence
sure , i pick him up for church every sunday with my ford pickup
sounds wonderful my wheelchair can go very fast on various terrains
i guess that means you do not go hunting often ? i love hunting , i own 3 guns","hunting ? i served in the marines , yes i hunt"
CORMOV-010266,"You like him, don't you?
Oh yes. But it takes time.
You've known him long?",Since his beard was red.
WOWIKI-010152,"I have a son
Do you consider yourself to be parenting or child rearing?
Parenting and child rearing is the same","Yes it is, it is the physical, emotional, social, and intellectual development of a child. Unfortunately there are too many bad parents out there"
DECODE-023933,I am a fan of baseball are you?,"Not at all, all I know about baseball is that it's a bat and ball game."
METALW-016271,"Hello how may I help you?
What can you check the status of for me?
what status?
You are a status bot right?",yes
MOVDIC-033617,"Sorry!
Don't friggen do that!
Yllo, what's your head count?
Looks like we're missing two.
You know, Stoney's done everyone on this trip but me..what's up with that?
This place should be safe. Get them back here. I don't want to be hunting around and kill one of your kids by accident. As much as I've dreamed of doing that.",I need to know what you know about this guy.
CMUDOG-001495,"Sandra bullock is the best. Who can'
t love her?
I agree.  She did a great job in this movie. What about the other actors?  Tim McGraw and Quinton Aaron.
Loved Quinton. 
Do you think Big Mike is an example for today's youth?
For sure.  A person who came from nothing and worked hard to achieve his goals.  Great example.
What do you think the average rating on Rotten Tomatoes is about
? I would think of a much higher rating.
I feel its a bit low.  I would also think it should be higher.
Do you wonder what ever happened to the real athlete?
I believe he is still in the NFL, probably close to retirement
Wow They need a Blind Side 2 with  all the same paplayers
I bet there are more stories to tell from when this movie left off.",Have you seen any other work from Lily Collins?
HOLLED-003819,What was your favorite scene in this movie?,I liked the one in which Kristi was possessed.
MOVDIC-007704,Blanchard?,"on Bucky's anguished face: KAY  He used you, Dwight. He did. Forgive him everything else. But don't forgive him for that. Ever."
MOVDIC-005953,"The King has determined to send the Chevalier out of the country.
When is he to go?
Has he sent the challenge yet?","Not yet, but I believe he intends to."
CORMOV-008699,I don't know why they even bother. She's had enough of this to knock sense into a bull elephant.,Yeah?
MOVDIC-021062,"You're an hour and a half late.
My watch is broken, too.
Punctuality. First rule of show business.
This is show business?
Look, miss. We're tired,
Just like that, huh? You're not even gonna give me a chance?
Don't take it personally.
How should I take it?
Impersonally.
I don't believe it. I come all the way down down here, break a heel, and you're not gonna give me a chance because I have gum on my lip and I'm a few minutes late.",You're an hour and a half late.
METALW-015198,"Hello how may I help you?
I need to edit my phone settings.
what would u like to change
I need you to turn on do not disturb mode.
turning on DND will disable all current alarms and notifications are u sture you want to turn on DND
That's okay, I still want to turn it on. Can you do that for me?",okay turning on DND
CORMOV-032376,"He's a boxer. A flyweight.
Huh uh. A jockey. His name's, um, Curtis... Curtis Hardapple.
Not Curtis.
Vernon, then. Vernon Hardapple. The scar's are from a -- from a horse. He fell during a race and got trampled.
And now he's addicted to painkillers.
He can't piss standing up anymore.
He lives with his mother.
And he had a younger brother who... was... a...
Groom. Named Claudell. And his mother blames Vernon for his death.",Because... because...
CMUDOG-002836,"Hello! How did you enjoy Jaws?
I loved it. It was great, and the premise was realistic to it scared a lot of people
Me too. You could already tell then Spielberg was going to be a great director. Yes definitely not for kids!. Richard Dreyfuss was great as well.
everytime I see Richard Dreyfuss I laugh, even in serious roles like this. I like his mannerisms are funny. I think*
Yes he usually gets that kind of reaction.
do you like thrillers?
I do if they have a sense of humor to them as well, like this one.
I think we just got more information on the movie. do you swim or surf
I remember that skinny dipping scene. That was quite exciting for me as a kid haha.
lol",I do both. I used to live in Hawaii. I wasn't scared of sharks though. Even though you're aware of them.
MPATHY-011055,"I am sometimes a bad parent
Why is that?",I always eat all of the ice cream before my kids have any
MOVDIC-036296,"Mirrors ... tools ... clothes ... all inside.
Movin' fast, not able to carry much ... this was a war party?
Let us look after them ...
Leave them.
Though they are strangers, they are at least entitled to a Christian burial!
Let us go, miss.","I will not. I have seen the face of war before, Mr. Poe, but never war made on women and children. And almost as cruel is your indifference."
METALW-027956,"Hello how may I help you?
I need help finding a good restaurant",give details
TPCCHT-005105,"good morning . do you watch much drama ? i think it ' s very unique because it ' s almost considered a genre of poetry .
i do , some of my favorite shows are drama , do you like it ?
nice yes i like it too . jim carrey used to make dramas but not anymore because his believe system prevents him from playing in movies that don ' t project positivity .
i think thats great besides jim carey is more of a comedian , i like his comedy movies better
yes i agree with you there 100 % . a great show is house md . hugh laurie is the highest paid actor ever earning close to $ 1 million per episode .
wow that is a lot of money for a single episode , do you like house ?
yeah it is an awesome show . if you like classic radio drama as there ' s a website where you can listen to thousands of episodes for free . not sure the name of it though .","would be interesting to search for it , do you like superhero series ?"
METALW-017468,"Hello how may I help you?
I need rules of a game.
Of course! For which game do you need the rules?
Checkers.
To clarify, you are looking for the rules of checkers? Is this correct?
Yes thats the one.
In the game of Checkers, each player begins with 12 pieces, placed in the three rows closest to him/her. The object of the game is to capture all of the opponent's checkers. Basic movement is to move a checker one space diagonally forward.
Wow thats alot of info.
Yes! But, once you play, Checkers is a simple game.
Ok thanks!",You are most welcome.
